Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity Ordered
CA-2018-144596,06-Nov-18,10-Nov-18,Standard Class,CD-11980,OFF-PA-10003302,13
CA-2015-138709,04-Jul-15,09-Jul-15,Standard Class,MS-17770,OFF-PA-10004734,20
CA-2018-150609,30-Apr-18,04-May-18,Standard Class,NZ-18565,OFF-BI-10002071,3
CA-2015-118276,29-Dec-15,02-Jan-16,Standard Class,MG-17890,FUR-FU-10002111,13
CA-2018-137414,02-Oct-18,06-Oct-18,Standard Class,CM-12115,FUR-FU-10001424,3
CA-2017-116764,27-Aug-17,02-Sep-17,Standard Class,EM-13825,OFF-LA-10002473,7
US-2015-144078,25-Nov-15,29-Nov-15,Standard Class,RB-19435,TEC-PH-10001580,8
CA-2015-151967,22-Oct-15,26-Oct-15,Standard Class,NB-18580,FUR-FU-10000193,23
CA-2016-149636,06-Jan-16,12-Jan-16,Standard Class,SP-20620,OFF-PA-10004041,21
CA-2016-142993,12-Oct-16,17-Oct-16,Standard Class,KA-16525,TEC-AC-10003038,19
CA-2017-168543,03-Jul-17,07-Jul-17,Standard Class,DK-13225,OFF-AP-10000938,26
CA-2017-100993,05-Feb-17,10-Feb-17,Standard Class,AZ-10750,OFF-LA-10003223,19
CA-2018-113572,07-Nov-18,11-Nov-18,Standard Class,FP-14320,TEC-AC-10002370,11
CA-2018-150091,12-Oct-18,16-Oct-18,Standard Class,NP-18670,TEC-AC-10002167,17
CA-2018-118003,04-Dec-18,10-Dec-18,Standard Class,DO-13645,FUR-FU-10002506,23
CA-2018-137624,10-Nov-18,17-Nov-18,Standard Class,ME-17320,FUR-CH-10001714,22
CA-2017-119074,27-Mar-17,31-Mar-17,Standard Class,DS-13180,FUR-FU-10004053,17
US-2018-102904,13-Nov-18,20-Nov-18,Standard Class,CB-12025,TEC-AC-10000927,11
CA-2017-138233,09-Nov-17,14-Nov-17,Standard Class,PF-19165,TEC-AC-10002001,12
CA-2018-101665,25-Nov-18,01-Dec-18,Standard Class,TZ-21580,OFF-AR-10002335,3
CA-2017-155446,16-Dec-17,23-Dec-17,Standard Class,TN-21040,TEC-AC-10001445,2
CA-2016-107083,21-Nov-16,27-Nov-16,Standard Class,BB-11545,OFF-AR-10002257,5
CA-2018-159100,16-Oct-18,21-Oct-18,Standard Class,VP-21760,TEC-AC-10003499,10
CA-2018-112473,25-May-18,01-Jun-18,Standard Class,JL-15505,OFF-ST-10002182,9
CA-2018-140515,19-Mar-18,24-Mar-18,Standard Class,GZ-14545,OFF-AP-10001205,5
CA-2018-155712,02-Mar-18,08-Mar-18,Standard Class,KD-16615,OFF-BI-10004224,17
CA-2018-161340,28-May-18,01-Jun-18,Standard Class,AM-10360,OFF-PA-10002464,20
CA-2018-108756,25-Dec-18,29-Dec-18,Standard Class,PO-18865,TEC-AC-10003237,21
CA-2016-127824,18-Oct-16,22-Oct-16,Standard Class,JC-15775,TEC-PH-10004094,15
CA-2015-148285,27-Oct-15,01-Nov-15,Standard Class,RD-19810,OFF-PA-10001166,12
CA-2018-107853,26-May-18,31-May-18,Standard Class,CD-11920,OFF-PA-10000520,21
CA-2018-151855,27-May-18,03-Jun-18,Standard Class,BW-11110,TEC-AC-10002380,21
CA-2015-100867,19-Oct-15,24-Oct-15,Standard Class,EH-14125,TEC-PH-10004922,16
CA-2018-150504,06-Nov-18,12-Nov-18,Standard Class,HG-14845,OFF-ST-10000615,21
CA-2017-126270,23-Apr-17,27-Apr-17,Standard Class,AF-10870,OFF-BI-10002764,7
US-2018-130603,30-Sep-18,06-Oct-18,Standard Class,SC-20050,OFF-BI-10000301,5
CA-2016-155635,09-May-16,13-May-16,Standard Class,ME-17725,OFF-BI-10000962,14
US-2016-118983,22-Nov-16,26-Nov-16,Standard Class,HP-14815,OFF-AP-10002311,23
CA-2017-158568,29-Aug-17,02-Sep-17,Standard Class,RB-19465,OFF-PA-10003256,4
US-2018-107272,05-Nov-18,12-Nov-18,Standard Class,TS-21610,OFF-BI-10003274,8
CA-2015-110072,22-Oct-15,28-Oct-15,Standard Class,MG-17680,FUR-FU-10000521,16
CA-2015-118962,05-Aug-15,09-Aug-15,Standard Class,CS-12130,OFF-PA-10000659,2
CA-2018-108329,09-Dec-18,14-Dec-18,Standard Class,LE-16810,TEC-PH-10001918,12
CA-2016-122259,31-Oct-16,04-Nov-16,Standard Class,HP-14815,OFF-SU-10002573,21
CA-2018-101945,24-Nov-18,28-Nov-18,Standard Class,GT-14710,OFF-FA-10004248,4
CA-2018-161480,25-Dec-18,29-Dec-18,Standard Class,RA-19285,FUR-BO-10004015,1
CA-2017-114713,07-Jul-17,12-Jul-17,Standard Class,SC-20695,OFF-SU-10004664,12
CA-2018-144113,16-Sep-18,20-Sep-18,Standard Class,JF-15355,OFF-EN-10001141,11
CA-2016-114923,08-Feb-16,13-Feb-16,Standard Class,LH-17020,TEC-PH-10003931,13
CA-2018-104220,30-Jan-18,05-Feb-18,Standard Class,BV-11245,OFF-BI-10001036,6
CA-2018-132934,20-Jun-18,26-Jun-18,Standard Class,JE-15475,TEC-AC-10000927,10
CA-2017-130477,08-Apr-17,12-Apr-17,Standard Class,LC-17140,OFF-PA-10002947,10
CA-2017-165218,05-Mar-17,11-Mar-17,Standard Class,RW-19630,OFF-EN-10000056,1
CA-2016-148250,13-Dec-16,17-Dec-16,Standard Class,RP-19270,OFF-PA-10000289,10
US-2018-110576,28-Nov-18,02-Dec-18,Standard Class,RB-19795,FUR-FU-10003601,7
CA-2018-131156,03-Apr-18,07-Apr-18,Standard Class,KH-16360,FUR-FU-10001940,16
CA-2016-108665,06-Jul-16,10-Jul-16,Standard Class,KM-16225,FUR-FU-10002191,5
CA-2017-113061,22-Apr-17,26-Apr-17,Standard Class,EL-13735,FUR-FU-10003975,3
US-2017-134908,05-Jun-17,09-Jun-17,Standard Class,JS-15940,OFF-ST-10003479,3
CA-2018-147039,29-Jun-18,04-Jul-18,Standard Class,AA-10315,OFF-AP-10000576,21
US-2018-118087,09-Sep-18,13-Sep-18,Standard Class,SP-20620,FUR-CH-10004860,15
US-2017-100566,03-Sep-17,09-Sep-17,Standard Class,JK-16120,FUR-FU-10003394,13
CA-2017-113138,19-Nov-17,25-Nov-17,Standard Class,NP-18685,OFF-AR-10003770,25
CA-2018-109946,16-Apr-18,21-Apr-18,Standard Class,PL-18925,OFF-AR-10001419,2
CA-2016-132101,19-Mar-16,25-Mar-16,Standard Class,JO-15550,TEC-PH-10004539,10
CA-2018-149181,08-May-18,12-May-18,Standard Class,MD-17350,FUR-CH-10004540,14
US-2017-132857,11-Dec-17,17-Dec-17,Standard Class,CA-12775,OFF-AR-10003251,26
CA-2016-164539,16-Nov-16,22-Nov-16,Standard Class,PO-19180,OFF-AP-10002457,22
CA-2017-122728,18-May-17,24-May-17,Standard Class,EB-13930,OFF-ST-10000604,6
CA-2016-148376,27-Dec-16,31-Dec-16,Standard Class,AG-10900,OFF-AP-10000240,2
CA-2017-169943,19-May-17,24-May-17,Standard Class,BN-11515,OFF-AP-10001563,25
CA-2016-105634,08-Nov-16,14-Nov-16,Standard Class,HA-14905,OFF-AR-10001573,24
CA-2018-157987,02-Sep-18,06-Sep-18,Standard Class,AC-10615,OFF-AR-10000658,13
CA-2018-117485,23-Sep-18,29-Sep-18,Standard Class,BD-11320,TEC-AC-10004659,23
CA-2016-120103,24-Dec-16,29-Dec-16,Standard Class,MS-17365,OFF-PA-10001295,8
CA-2016-156377,31-Dec-16,05-Jan-17,Standard Class,TB-21625,FUR-FU-10002364,4
CA-2017-155481,01-Sep-17,05-Sep-17,Standard Class,DK-13225,OFF-PA-10004675,17
US-2018-139969,19-Nov-18,26-Nov-18,Standard Class,AF-10870,FUR-CH-10001973,10
CA-2016-123505,22-Nov-16,26-Nov-16,Standard Class,AR-10540,OFF-PA-10002586,14
CA-2016-128860,29-Jun-16,05-Jul-16,Standard Class,SC-20725,FUR-FU-10001473,3
CA-2018-108574,07-Oct-18,11-Oct-18,Standard Class,MG-18145,TEC-AC-10002049,2
CA-2018-100748,13-May-18,20-May-18,Standard Class,RB-19795,OFF-LA-10000240,12
CA-2017-149482,14-Nov-17,19-Nov-17,Standard Class,RR-19315,OFF-LA-10000248,15
US-2016-112508,24-Mar-16,30-Mar-16,Standard Class,BP-11185,OFF-AP-10002287,6
CA-2018-132185,27-Nov-18,02-Dec-18,Standard Class,DB-13615,OFF-AR-10000422,8
CA-2018-156412,04-Dec-18,08-Dec-18,Standard Class,CM-12160,OFF-BI-10004364,20
CA-2015-100006,07-Sep-15,13-Sep-15,Standard Class,DK-13375,TEC-PH-10002075,24
CA-2018-108322,30-Apr-18,05-May-18,Standard Class,SS-20140,FUR-FU-10001935,10
CA-2018-157854,08-Apr-18,15-Apr-18,Standard Class,DM-13345,FUR-FU-10003832,18
CA-2018-164049,02-Nov-18,06-Nov-18,Standard Class,KH-16630,OFF-PA-10000791,3
CA-2015-156993,28-Jun-15,04-Jul-15,Standard Class,RW-19630,OFF-FA-10003495,19
CA-2018-126242,19-Nov-18,24-Nov-18,Standard Class,MC-18100,OFF-ST-10000675,22
CA-2016-139850,12-Jun-16,17-Jun-16,Standard Class,GB-14575,OFF-PA-10003848,21
CA-2018-116855,17-Dec-18,21-Dec-18,Standard Class,AI-10855,FUR-CH-10003846,25
CA-2016-155453,09-Aug-16,14-Aug-16,Standard Class,RA-19885,OFF-LA-10001613,5
CA-2015-103702,12-Sep-15,17-Sep-15,Standard Class,AF-10885,OFF-BI-10002429,1
US-2018-150847,30-Apr-18,06-May-18,Standard Class,JF-15490,OFF-PA-10004451,5
CA-2016-153381,24-Sep-16,28-Sep-16,Standard Class,DE-13255,OFF-BI-10001525,10
CA-2018-142034,24-Sep-18,28-Sep-18,Standard Class,KB-16240,TEC-AC-10002305,5
CA-2017-142097,15-Oct-17,20-Oct-17,Standard Class,QJ-19255,OFF-BI-10002082,10
CA-2017-133340,09-Dec-17,13-Dec-17,Standard Class,LH-17155,TEC-PH-10003988,11
CA-2016-167745,18-Sep-16,23-Sep-16,Standard Class,GB-14530,OFF-AR-10003602,21
CA-2015-149643,16-Nov-15,20-Nov-15,Standard Class,RH-19510,TEC-PH-10000038,18
CA-2015-126760,26-Jul-15,02-Aug-15,Standard Class,KM-16720,TEC-PH-10001363,13
CA-2016-121097,03-Jan-16,08-Jan-16,Standard Class,SF-20965,OFF-PA-10001937,2
US-2017-151862,01-Mar-17,08-Mar-17,Standard Class,ON-18715,TEC-PH-10003535,7
CA-2018-110926,19-Nov-18,23-Nov-18,Standard Class,DD-13570,OFF-FA-10000624,22
CA-2017-124233,08-Apr-17,14-Apr-17,Standard Class,CK-12595,FUR-FU-10002597,15
US-2017-161683,03-Dec-17,08-Dec-17,Standard Class,CJ-12010,OFF-AP-10000179,16
CA-2015-103590,30-Nov-15,04-Dec-15,Standard Class,JL-15505,OFF-EN-10004007,12
CA-2018-100223,05-Jul-18,10-Jul-18,Standard Class,LS-16945,FUR-FU-10003601,7
CA-2015-166989,14-Nov-15,18-Nov-15,Standard Class,RM-19675,OFF-PA-10004470,6
CA-2017-120355,18-Sep-17,25-Sep-17,Standard Class,MM-17260,FUR-CH-10001394,16
US-2018-133200,06-May-18,11-May-18,Standard Class,DB-13555,OFF-BI-10002827,19
CA-2016-140025,07-Apr-16,11-Apr-16,Standard Class,PF-19120,OFF-AP-10002651,24
CA-2018-143245,01-Dec-18,06-Dec-18,Standard Class,AD-10180,OFF-PA-10001972,15
CA-2016-106978,28-Sep-16,04-Oct-16,Standard Class,ZC-21910,OFF-EN-10004483,24
CA-2015-160066,16-Nov-15,22-Nov-15,Standard Class,AH-10075,OFF-LA-10001045,23
CA-2018-159688,07-May-18,12-May-18,Standard Class,AB-10060,TEC-AC-10000736,7
CA-2016-134922,07-Nov-16,11-Nov-16,Standard Class,KB-16240,OFF-EN-10000483,21
CA-2016-123330,21-Jun-16,27-Jun-16,Standard Class,EP-13915,TEC-PH-10001819,19
CA-2018-161333,02-Feb-18,07-Feb-18,Standard Class,JL-15835,FUR-FU-10003039,17
CA-2015-111192,30-Jul-15,05-Aug-15,Standard Class,TS-21430,FUR-BO-10002916,23
CA-2016-156755,12-Jan-16,18-Jan-16,Standard Class,YS-21880,OFF-ST-10002615,18
CA-2015-166744,20-Sep-15,24-Sep-15,Standard Class,DN-13690,FUR-FU-10004952,23
CA-2017-130078,08-Aug-17,14-Aug-17,Standard Class,CC-12145,OFF-PA-10003270,7
US-2018-136784,30-Apr-18,05-May-18,Standard Class,AD-10180,OFF-PA-10000675,25
US-2018-126060,14-Apr-18,18-Apr-18,Standard Class,DW-13585,FUR-BO-10003433,12
US-2015-123183,19-Nov-15,25-Nov-15,Standard Class,GR-14560,OFF-LA-10002787,15
CA-2018-129707,25-Apr-18,29-Apr-18,Standard Class,LH-16750,OFF-AR-10000246,7
CA-2018-105487,08-Oct-18,14-Oct-18,Standard Class,CS-12250,TEC-PH-10001336,25
CA-2016-119550,26-Dec-16,31-Dec-16,Standard Class,RB-19705,FUR-CH-10002044,22
CA-2015-155593,03-Nov-15,08-Nov-15,Standard Class,RP-19390,OFF-SU-10002522,11
CA-2018-129910,30-Mar-18,03-Apr-18,Standard Class,ME-17320,OFF-ST-10003282,23
CA-2018-129581,11-Dec-18,18-Dec-18,Standard Class,KN-16390,TEC-PH-10001527,22
CA-2017-124100,31-Mar-17,06-Apr-17,Standard Class,EH-13990,FUR-CH-10003817,16
CA-2015-134621,21-Dec-15,28-Dec-15,Standard Class,DP-13390,OFF-BI-10000977,14
CA-2017-100944,24-Sep-17,28-Sep-17,Standard Class,EH-13765,OFF-EN-10001453,26
CA-2018-120019,16-Feb-18,21-Feb-18,Standard Class,NG-18355,OFF-ST-10001932,13
CA-2016-104486,01-May-16,06-May-16,Standard Class,PO-18850,OFF-BI-10000309,7
US-2015-163797,08-Apr-15,13-Apr-15,Standard Class,PC-19000,OFF-FA-10001883,10
CA-2015-146864,22-Dec-15,26-Dec-15,Standard Class,BT-11530,OFF-ST-10004946,25
CA-2015-113880,01-Mar-15,05-Mar-15,Standard Class,VF-21715,FUR-CH-10000863,5
CA-2017-148852,26-May-17,31-May-17,Standard Class,SV-20785,OFF-FA-10003467,6
CA-2015-145541,14-Dec-15,21-Dec-15,Standard Class,TB-21400,TEC-MA-10001127,15
CA-2016-128125,31-Mar-16,05-Apr-16,Standard Class,EB-13705,OFF-PA-10000357,4
CA-2015-147543,06-Jul-15,12-Jul-15,Standard Class,BC-11125,FUR-CH-10000155,13
CA-2018-153822,19-Sep-18,25-Sep-18,Standard Class,AB-10105,OFF-ST-10000321,22
US-2017-144351,14-Nov-17,18-Nov-17,Standard Class,RC-19960,TEC-PH-10001644,1
CA-2015-120670,02-Nov-15,06-Nov-15,Standard Class,JK-16120,TEC-AC-10004171,3
CA-2016-100146,14-May-16,19-May-16,Standard Class,CB-12535,FUR-BO-10004015,12
CA-2015-140396,20-Nov-15,25-Nov-15,Standard Class,KH-16330,OFF-EN-10002592,2
CA-2018-159506,27-Nov-18,02-Dec-18,Standard Class,JR-16210,OFF-PA-10003641,17
CA-2018-122945,16-Nov-18,22-Nov-18,Standard Class,MB-18085,FUR-FU-10001196,8
CA-2018-163209,03-May-18,07-May-18,Standard Class,MK-18160,OFF-PA-10001166,11
CA-2018-100237,15-Oct-18,19-Oct-18,Standard Class,SV-20815,OFF-AR-10001761,15
CA-2017-108196,25-Nov-17,02-Dec-17,Standard Class,CS-12505,OFF-BI-10000545,9
CA-2017-112382,09-May-17,13-May-17,Standard Class,MB-18085,TEC-PH-10001552,3
CA-2017-155747,14-Jun-17,21-Jun-17,Standard Class,JS-15685,FUR-TA-10003392,11
CA-2016-121188,28-Aug-16,04-Sep-16,Standard Class,CB-12025,OFF-ST-10001490,24
US-2018-113201,30-Jun-18,05-Jul-18,Standard Class,TT-21220,OFF-PA-10000675,23
CA-2017-116337,07-Nov-17,12-Nov-17,Standard Class,MC-17845,FUR-FU-10002030,2
CA-2015-109855,01-Sep-15,05-Sep-15,Standard Class,LH-16900,OFF-BI-10004716,24
CA-2017-139549,20-Oct-17,25-Oct-17,Standard Class,MY-18295,FUR-CH-10001802,19
CA-2017-128671,11-Aug-17,16-Aug-17,Standard Class,MT-18070,OFF-PA-10001870,9
CA-2018-130904,11-Apr-18,16-Apr-18,Standard Class,HM-14980,OFF-AR-10000422,18
CA-2018-137631,28-Apr-18,02-May-18,Standard Class,JL-15235,TEC-PH-10002624,20
CA-2017-168557,19-Sep-17,23-Sep-17,Standard Class,FH-14275,OFF-BI-10002309,23
CA-2016-108259,08-Nov-16,15-Nov-16,Standard Class,NS-18640,OFF-FA-10000624,3
CA-2016-125934,11-Sep-16,18-Sep-16,Standard Class,SN-20560,OFF-LA-10000414,10
CA-2018-103968,01-Dec-18,07-Dec-18,Standard Class,ML-17755,FUR-FU-10003394,8
CA-2016-109603,26-Jan-16,01-Feb-16,Standard Class,EM-13825,OFF-PA-10003790,14
CA-2018-127803,19-May-18,23-May-18,Standard Class,ND-18460,OFF-BI-10001787,8
CA-2015-134215,04-Aug-15,08-Aug-15,Standard Class,ML-17395,OFF-AP-10001271,22
CA-2018-100433,11-Aug-18,16-Aug-18,Standard Class,SJ-20125,OFF-PA-10003441,18
CA-2015-100391,25-May-15,29-May-15,Standard Class,BW-11065,OFF-PA-10001471,9
CA-2018-165904,07-Apr-18,11-Apr-18,Standard Class,HR-14770,OFF-AR-10003156,22
CA-2015-156160,22-Sep-15,29-Sep-15,Standard Class,AS-10090,FUR-FU-10001876,24
US-2016-100069,29-Jun-16,03-Jul-16,Standard Class,NF-18475,TEC-PH-10004667,21
CA-2016-115742,18-Apr-16,22-Apr-16,Standard Class,DP-13000,OFF-BI-10004410,18
CA-2017-109806,17-Sep-17,22-Sep-17,Standard Class,JS-15685,OFF-AR-10004930,22
CA-2016-131457,31-Oct-16,06-Nov-16,Standard Class,MZ-17515,OFF-EN-10001509,20
CA-2015-140004,21-Mar-15,25-Mar-15,Standard Class,CB-12025,OFF-AR-10004685,23
CA-2016-146262,02-Jan-16,09-Jan-16,Standard Class,VW-21775,OFF-LA-10004544,13
CA-2015-156601,19-Sep-15,24-Sep-15,Standard Class,FA-14230,OFF-FA-10000624,4
CA-2017-100153,13-Dec-17,17-Dec-17,Standard Class,KH-16630,TEC-AC-10001772,19
CA-2018-154907,31-Mar-18,04-Apr-18,Standard Class,DS-13180,FUR-BO-10002824,4
CA-2016-147851,03-Dec-16,08-Dec-16,Standard Class,MP-17470,OFF-BI-10004528,12
CA-2018-145233,01-Dec-18,05-Dec-18,Standard Class,DV-13465,TEC-PH-10004977,25
CA-2018-106103,10-Jun-18,15-Jun-18,Standard Class,SC-20305,TEC-AC-10003832,12
CA-2018-133333,18-Sep-18,22-Sep-18,Standard Class,BF-11020,OFF-PA-10002377,26
CA-2015-140858,28-Jun-15,02-Jul-15,Standard Class,CA-12775,OFF-PA-10000304,7
US-2017-137547,07-Mar-17,12-Mar-17,Standard Class,EB-13705,TEC-PH-10002365,3
CA-2015-107755,07-Feb-15,12-Feb-15,Standard Class,CK-12760,TEC-AC-10000710,4
CA-2017-160395,31-Dec-17,06-Jan-18,Standard Class,KL-16555,OFF-AR-10003759,16
CA-2015-110184,12-Jul-15,16-Jul-15,Standard Class,BF-11170,OFF-ST-10000107,21
US-2017-162859,15-Feb-17,22-Feb-17,Standard Class,PG-18820,OFF-BI-10004519,16
CA-2016-124268,04-Jul-16,08-Jul-16,Standard Class,AD-10180,OFF-AR-10004817,11
CA-2018-162978,04-May-18,09-May-18,Standard Class,LW-16990,TEC-PH-10003092,3
CA-2016-120362,14-Sep-16,19-Sep-16,Standard Class,CA-12265,FUR-TA-10003008,10
CA-2018-112809,18-Aug-18,22-Aug-18,Standard Class,RA-19915,OFF-ST-10002276,19
CA-2017-109176,09-May-17,15-May-17,Standard Class,JW-16075,OFF-EN-10003134,12
CA-2015-168984,26-Nov-15,02-Dec-15,Standard Class,NW-18400,OFF-PA-10001166,1
CA-2018-111647,03-Jul-18,07-Jul-18,Standard Class,RD-19585,TEC-PH-10002726,19
CA-2015-110527,09-Aug-15,16-Aug-15,Standard Class,ED-13885,OFF-LA-10000262,21
CA-2017-110254,04-Aug-17,08-Aug-17,Standard Class,ML-17755,OFF-SU-10002573,3
CA-2017-168956,16-Feb-17,20-Feb-17,Standard Class,EA-14035,OFF-AP-10004233,12
CA-2018-142888,21-Nov-18,25-Nov-18,Standard Class,BP-11230,FUR-TA-10004767,23
CA-2017-130267,19-Sep-17,23-Sep-17,Standard Class,SW-20245,OFF-PA-10002222,2
CA-2018-144862,01-Dec-18,05-Dec-18,Standard Class,EH-14005,OFF-EN-10003040,8
CA-2015-141607,12-Dec-15,17-Dec-15,Standard Class,WB-21850,FUR-FU-10003975,16
CA-2018-136497,16-Apr-18,20-Apr-18,Standard Class,RF-19840,OFF-BI-10001553,12
CA-2018-119669,24-Jan-18,30-Jan-18,Standard Class,TP-21130,OFF-FA-10000053,13
CA-2018-155089,02-Dec-18,06-Dec-18,Standard Class,DB-12910,OFF-BI-10002429,22
US-2017-126844,08-Oct-17,14-Oct-17,Standard Class,BW-11110,FUR-FU-10004909,25
CA-2016-168186,10-Sep-16,15-Sep-16,Standard Class,AB-10150,OFF-PA-10000477,20
CA-2017-150343,16-Aug-17,20-Aug-17,Standard Class,PK-19075,OFF-EN-10004030,2
CA-2018-149888,07-Nov-18,13-Nov-18,Standard Class,EP-13915,TEC-PH-10003811,26
US-2015-150532,14-Jul-15,21-Jul-15,Standard Class,PB-19150,OFF-ST-10000760,2
CA-2015-104780,21-May-15,25-May-15,Standard Class,BT-11530,OFF-AR-10003514,1
CA-2018-159352,12-Mar-18,17-Mar-18,Standard Class,KB-16585,TEC-PH-10004700,21
CA-2015-158372,10-Nov-15,16-Nov-15,Standard Class,RD-19900,TEC-PH-10002103,15
US-2018-108245,22-Sep-18,27-Sep-18,Standard Class,SH-19975,OFF-EN-10001415,11
CA-2018-104640,10-Nov-18,16-Nov-18,Standard Class,FH-14275,OFF-BI-10003925,6
US-2016-137008,02-Oct-16,08-Oct-16,Standard Class,JP-15460,OFF-PA-10001295,2
CA-2017-111416,17-Sep-17,22-Sep-17,Standard Class,LW-17215,OFF-BI-10002026,22
CA-2018-169978,24-Dec-18,28-Dec-18,Standard Class,HG-15025,FUR-CH-10002602,20
CA-2017-103163,07-Jun-17,11-Jun-17,Standard Class,FM-14290,OFF-BI-10003305,17
CA-2017-109743,22-Sep-17,29-Sep-17,Standard Class,SH-19975,OFF-AR-10003727,23
CA-2018-155957,26-Nov-18,30-Nov-18,Standard Class,CC-12610,OFF-AP-10002082,7
CA-2015-129364,08-Dec-15,13-Dec-15,Standard Class,TB-21250,OFF-LA-10001569,7
CA-2016-156440,05-Dec-16,09-Dec-16,Standard Class,MH-17620,FUR-FU-10004090,1
CA-2018-125878,25-Feb-18,02-Mar-18,Standard Class,MH-18025,OFF-BI-10002609,2
CA-2015-132801,07-Oct-15,12-Oct-15,Standard Class,JG-15805,OFF-ST-10001228,13
CA-2016-129896,15-Jun-16,20-Jun-16,Standard Class,PF-19120,OFF-PA-10002245,24
CA-2018-167871,18-Nov-18,23-Nov-18,Standard Class,AF-10870,OFF-PA-10001977,11
CA-2018-152961,15-Jan-18,19-Jan-18,Standard Class,SC-20095,OFF-PA-10004675,12
CA-2015-137589,03-Nov-15,08-Nov-15,Standard Class,MS-17770,OFF-SU-10000157,20
CA-2015-138436,26-Mar-15,30-Mar-15,Standard Class,JD-15895,TEC-AC-10002323,25
CA-2016-101924,04-Sep-16,09-Sep-16,Standard Class,KB-16585,OFF-BI-10000962,9
CA-2018-151358,18-Aug-18,22-Aug-18,Standard Class,NF-18595,OFF-ST-10000046,22
CA-2015-125829,04-Nov-15,11-Nov-15,Standard Class,WB-21850,TEC-PH-10001079,15
CA-2016-115945,25-Jun-16,01-Jul-16,Standard Class,AB-10165,OFF-AR-10004062,18
CA-2016-125234,27-Nov-16,01-Dec-16,Standard Class,SN-20710,TEC-AC-10000158,25
CA-2018-130309,17-Dec-18,21-Dec-18,Standard Class,GB-14575,OFF-ST-10003208,12
US-2015-147704,16-Nov-15,21-Nov-15,Standard Class,SR-20740,OFF-EN-10004483,22
CA-2015-103401,21-Nov-15,26-Nov-15,Standard Class,GR-14560,OFF-PA-10003309,8
US-2015-106334,27-Dec-15,02-Jan-16,Standard Class,JF-15490,FUR-CH-10004886,18
CA-2016-117800,21-Sep-16,26-Sep-16,Standard Class,TH-21550,TEC-PH-10002415,22
CA-2015-114510,14-Mar-15,19-Mar-15,Standard Class,JF-15295,OFF-BI-10001617,21
CA-2015-121573,03-Nov-15,07-Nov-15,Standard Class,SG-20605,TEC-PH-10000984,6
CA-2015-120278,07-Nov-15,12-Nov-15,Standard Class,MS-17365,OFF-AP-10001293,25
CA-2018-107321,31-Aug-18,04-Sep-18,Standard Class,AW-10930,OFF-BI-10004022,20
CA-2017-155033,07-Oct-17,12-Oct-17,Standard Class,CC-12475,OFF-PA-10000143,1
CA-2015-153850,24-Nov-15,29-Nov-15,Standard Class,TH-21100,FUR-FU-10002960,13
CA-2017-120796,03-Apr-17,07-Apr-17,Standard Class,CS-11950,OFF-BI-10004330,18
CA-2017-119865,21-Jun-17,26-Jun-17,Standard Class,AS-10090,OFF-BI-10001553,8
CA-2018-146367,04-Aug-18,08-Aug-18,Standard Class,HM-14860,OFF-BI-10002827,6
CA-2017-113831,30-May-17,03-Jun-17,Standard Class,AH-10690,FUR-TA-10002645,24
US-2015-168501,21-Nov-15,27-Nov-15,Standard Class,JK-15325,OFF-EN-10001509,12
CA-2017-122017,29-Dec-17,02-Jan-18,Standard Class,CD-11920,FUR-FU-10000672,4
CA-2016-156608,24-Oct-16,29-Oct-16,Standard Class,MT-18070,OFF-BI-10004140,10
CA-2016-147879,07-May-16,12-May-16,Standard Class,CC-12220,OFF-PA-10001952,17
US-2018-163300,15-Sep-18,21-Sep-18,Standard Class,ES-14020,OFF-BI-10004390,10
CA-2015-124079,13-Dec-15,17-Dec-15,Standard Class,RF-19345,FUR-FU-10002553,26
CA-2016-105613,18-Oct-16,22-Oct-16,Standard Class,KN-16705,TEC-AC-10000521,13
CA-2015-133543,22-Dec-15,26-Dec-15,Standard Class,KM-16660,OFF-AR-10003394,25
CA-2017-161025,03-Dec-17,09-Dec-17,Standard Class,GM-14440,OFF-ST-10001932,18
CA-2018-119809,18-Aug-18,25-Aug-18,Standard Class,YS-21880,OFF-BI-10003925,11
CA-2015-128538,11-Oct-15,15-Oct-15,Standard Class,AS-10240,OFF-EN-10001219,8
US-2018-154872,14-May-18,18-May-18,Standard Class,DP-13000,OFF-BI-10003007,22
US-2016-129637,17-Dec-16,22-Dec-16,Standard Class,MC-18100,OFF-ST-10003716,22
CA-2017-123946,12-Sep-17,17-Sep-17,Standard Class,AJ-10795,TEC-AC-10004877,19
US-2017-121013,05-Sep-17,10-Sep-17,Standard Class,MM-17920,OFF-LA-10004545,17
CA-2016-130365,25-Apr-16,29-Apr-16,Standard Class,ZC-21910,OFF-ST-10002574,10
CA-2015-141355,25-Sep-15,30-Sep-15,Standard Class,BF-11005,OFF-AR-10003179,9
CA-2016-136658,10-Sep-16,17-Sep-16,Standard Class,BO-11425,OFF-AR-10000817,9
CA-2018-158120,17-Nov-18,21-Nov-18,Standard Class,KH-16330,OFF-PA-10003205,1
CA-2015-113964,23-Sep-15,30-Sep-15,Standard Class,JP-16135,OFF-BI-10004654,6
CA-2015-155390,06-Dec-15,11-Dec-15,Standard Class,BG-11035,OFF-PA-10003641,16
CA-2016-137302,26-Apr-16,01-May-16,Standard Class,BW-11110,FUR-CH-10002017,11
